Grid ID,X-Permutation,O-Permutation,Knot Type,tb,r,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal
G1885,"(0, 4, 6, 2, 9, 8, 7, 3, 1, 5)","(2, 1, 3, 5, 4, 0, 9, 8, 6, 7)",10n24,-7,-2,--,--,G2291
G2291,"(0, 8, 1, 5, 4, 3, 9, 7, 2, 6)","(3, 2, 7, 8, 6, 5, 4, 0, 9, 1)",10n24,-7,-2,--,--,G1885
G1886,"(0, 7, 1, 5, 9, 8, 6, 4, 2, 3)","(4, 2, 6, 8, 7, 3, 0, 9, 5, 1)",10n24,-7,0,G1887,G2293,G2292
G1887,"(0, 1, 9, 7, 5, 4, 8, 2, 6, 3)","(2, 8, 4, 3, 0, 6, 5, 7, 1, 9)",10n24,-7,0,G1886,G2292,G2293
G2292,"(0, 6, 2, 1, 8, 4, 3, 5, 9, 7)","(8, 9, 7, 5, 3, 2, 6, 0, 4, 1)",10n24,-7,0,G2293,G1887,G1886
G2293,"(0, 4, 6, 5, 1, 8, 7, 3, 9, 2)","(5, 9, 3, 7, 6, 4, 2, 0, 1, 8)",10n24,-7,0,G2292,G1886,G1887
G1888,"(0, 4, 2, 8, 7, 6, 3, 9, 1, 5)","(8, 9, 7, 6, 5, 1, 0, 2, 4, 3)",10n24,-7,2,--,--,G2294
G2294,"(0, 4, 9, 7, 3, 2, 1, 5, 8, 6)","(5, 7, 6, 2, 1, 0, 8, 9, 4, 3)",10n24,-7,2,--,--,G1888
G2120,"(0, 6, 8, 2, 7, 1, 9, 3, 4, 5)","(4, 1, 5, 9, 0, 8, 6, 7, 2, 3)",m10n24,-3,0,?,?,G2528
G2121,"(0, 1, 9, 6, 7, 8, 3, 2, 4, 5)","(4, 8, 2, 0, 5, 6, 1, 7, 9, 3)",m10n24,-3,0,?,?,G2529
G2122,"(0, 7, 8, 3, 4, 5, 2, 6, 1, 9)","(3, 1, 4, 5, 6, 9, 7, 0, 8, 2)",m10n24,-3,0,G2124,G2527,G2530
G2123,"(0, 5, 7, 8, 9, 4, 2, 3, 1, 6)","(4, 1, 3, 6, 7, 8, 5, 0, 9, 2)",m10n24,-3,0,?,?,G2526
G2124,"(0, 2, 4, 1, 3, 7, 5, 6, 8, 9)","(3, 7, 8, 5, 6, 4, 2, 9, 0, 1)",m10n24,-3,0,G2122,G2530,G2527
G2526,"(0, 3, 5, 2, 4, 7, 6, 1, 8, 9)","(8, 9, 1, 6, 0, 5, 3, 4, 2, 7)",m10n24,-3,0,?,?,G2123
G2527,"(0, 3, 1, 5, 6, 4, 7, 8, 9, 2)","(5, 9, 4, 2, 3, 0, 1, 6, 7, 8)",m10n24,-3,0,G2530,G2122,G2124
G2528,"(0, 8, 2, 6, 1, 9, 3, 4, 5, 7)","(3, 1, 9, 0, 7, 4, 5, 6, 8, 2)",m10n24,-3,0,?,?,G2120
G2529,"(0, 9, 1, 2, 3, 7, 8, 6, 4, 5)","(8, 4, 6, 0, 1, 2, 5, 9, 7, 3)",m10n24,-3,0,?,?,G2121
G2530,"(0, 2, 6, 7, 4, 5, 3, 1, 8, 9)","(8, 9, 1, 3, 0, 2, 6, 4, 5, 7)",m10n24,-3,0,G2527,G2124,G2122
G102,"(0, 8, 9, 1, 6, 5, 2, 3, 4, 7)","(5, 4, 7, 8, 0, 9, 6, 1, 2, 3)",10n25,0,-1,--,--,G103
G103,"(0, 1, 2, 9, 8, 3, 5, 6, 4, 7)","(2, 3, 5, 4, 0, 6, 7, 9, 8, 1)",10n25,0,-1,--,--,G102
G104,"(0, 2, 3, 4, 9, 6, 5, 7, 8, 1)","(5, 7, 1, 2, 3, 0, 8, 9, 4, 6)",10n25,0,-1,--,--,G105
G105,"(0, 9, 1, 2, 8, 4, 3, 5, 6, 7)","(4, 3, 5, 0, 1, 9, 6, 7, 8, 2)",10n25,0,-1,--,--,G104
G106,"(0, 3, 4, 6, 5, 2, 7, 8, 9, 1)","(5, 7, 2, 3, 1, 8, 9, 0, 4, 6)",10n25,0,1,--,--,G108
G107,"(0, 3, 1, 2, 4, 9, 8, 5, 6, 7)","(6, 9, 8, 0, 1, 7, 3, 2, 4, 5)",10n25,0,1,--,--,G109
G108,"(0, 1, 2, 4, 3, 9, 5, 6, 8, 7)","(5, 9, 0, 1, 8, 6, 7, 2, 4, 3)",10n25,0,1,--,--,G106
G109,"(0, 3, 4, 5, 2, 1, 6, 8, 9, 7)","(4, 5, 6, 1, 8, 7, 9, 0, 3, 2)",10n25,0,1,--,--,G107
G1147,"(0, 4, 6, 9, 8, 7, 5, 2, 3, 1)","(2, 1, 3, 4, 0, 9, 8, 6, 7, 5)",m10n25,-10,-3,--,--,G1148
G1148,"(0, 8, 7, 6, 2, 3, 5, 4, 1, 9)","(4, 1, 9, 8, 7, 0, 2, 6, 5, 3)",m10n25,-10,-3,--,--,G1147
G1139,"(0, 8, 7, 4, 5, 3, 2, 1, 6, 9)","(7, 6, 1, 9, 0, 8, 4, 3, 2, 5)",m10n25,-10,-1,--,--,G1145
G1140,"(0, 9, 5, 4, 2, 3, 1, 7, 6, 8)","(7, 1, 0, 6, 8, 9, 5, 4, 2, 3)",m10n25,-10,-1,--,--,G1144
G1141,"(0, 8, 9, 7, 4, 2, 1, 3, 6, 5)","(6, 2, 3, 1, 0, 5, 4, 8, 9, 7)",m10n25,-10,-1,--,--,G1142
G1142,"(0, 6, 5, 7, 4, 9, 8, 3, 1, 2)","(4, 3, 1, 2, 6, 5, 0, 9, 7, 8)",m10n25,-10,-1,--,--,G1141
G1143,"(0, 5, 8, 7, 6, 4, 9, 2, 3, 1)","(4, 2, 3, 1, 8, 7, 5, 6, 0, 9)",m10n25,-10,-1,--,--,G1146
G1144,"(0, 1, 9, 8, 4, 3, 5, 7, 6, 2)","(4, 5, 3, 2, 9, 6, 0, 1, 8, 7)",m10n25,-10,-1,--,--,G1140
G1145,"(0, 7, 6, 5, 3, 4, 8, 2, 1, 9)","(4, 2, 8, 7, 6, 9, 1, 0, 5, 3)",m10n25,-10,-1,--,--,G1139
G1146,"(0, 4, 8, 7, 5, 6, 3, 9, 2, 1)","(2, 7, 6, 1, 9, 0, 8, 4, 5, 3)",m10n25,-10,-1,--,--,G1143
G1149,"(0, 8, 9, 2, 7, 5, 4, 3, 6, 1)","(2, 1, 5, 6, 4, 3, 0, 8, 9, 7)",m10n25,-10,1,--,--,G1152
G1150,"(0, 1, 9, 4, 3, 8, 5, 7, 6, 2)","(4, 5, 3, 2, 7, 6, 0, 1, 9, 8)",m10n25,-10,1,--,--,G1153
G1151,"(0, 3, 8, 7, 6, 4, 5, 2, 1, 9)","(4, 7, 6, 5, 1, 9, 0, 8, 3, 2)",m10n25,-10,1,--,--,G1154
G1152,"(0, 9, 2, 8, 5, 6, 4, 3, 7, 1)","(8, 6, 7, 3, 1, 2, 0, 5, 4, 9)",m10n25,-10,1,--,--,G1149
G1153,"(0, 9, 2, 4, 3, 1, 8, 6, 7, 5)","(8, 6, 7, 1, 0, 5, 4, 2, 3, 9)",m10n25,-10,1,--,--,G1150
G1154,"(0, 8, 7, 1, 5, 6, 4, 3, 2, 9)","(6, 4, 9, 8, 0, 3, 2, 1, 7, 5)",m10n25,-10,1,--,--,G1151
G1155,"(0, 6, 5, 7, 9, 8, 4, 3, 1, 2)","(5, 4, 1, 2, 6, 3, 0, 9, 7, 8)",m10n25,-10,1,--,--,G1156
G1156,"(0, 2, 1, 7, 5, 6, 4, 3, 9, 8)","(5, 6, 4, 3, 9, 0, 2, 8, 7, 1)",m10n25,-10,1,--,--,G1155
G1157,"(0, 8, 5, 4, 6, 7, 3, 2, 1, 9)","(6, 4, 3, 7, 9, 2, 1, 0, 8, 5)",m10n25,-10,3,--,--,G1158
G1158,"(0, 8, 9, 6, 4, 3, 2, 5, 7, 1)","(6, 4, 5, 3, 2, 1, 7, 8, 0, 9)",m10n25,-10,3,--,--,G1157
G1899,"(0, 9, 7, 6, 5, 3, 4, 2, 1, 8)","(4, 1, 0, 8, 7, 6, 9, 5, 3, 2)",10n26,-13,-4,--,--,G2305
G2305,"(0, 9, 7, 6, 4, 5, 3, 2, 1, 8)","(5, 1, 0, 8, 7, 9, 6, 4, 3, 2)",10n26,-13,-4,--,--,G1899
G1889,"(0, 8, 6, 4, 5, 2, 3, 1, 9, 7)","(5, 1, 0, 7, 9, 6, 8, 4, 3, 2)",10n26,-13,-2,--,--,G2295
G1890,"(0, 6, 5, 7, 4, 9, 3, 2, 1, 8)","(4, 1, 9, 0, 8, 6, 7, 5, 3, 2)",10n26,-13,-2,--,--,G2301
G1891,"(0, 8, 5, 2, 7, 6, 4, 3, 1, 9)","(6, 2, 1, 9, 0, 8, 7, 5, 4, 3)",10n26,-13,-2,--,--,G2299
G1892,"(0, 1, 7, 6, 9, 8, 5, 3, 4, 2)","(3, 5, 4, 0, 2, 1, 9, 7, 8, 6)",10n26,-13,-2,--,--,G2297
G1893,"(0, 8, 7, 6, 4, 5, 2, 3, 1, 9)","(5, 2, 9, 8, 7, 1, 0, 6, 4, 3)",10n26,-13,-2,--,--,G2298
G1894,"(0, 2, 9, 6, 8, 7, 1, 5, 4, 3)","(4, 7, 3, 1, 2, 0, 9, 8, 6, 5)",10n26,-13,-2,--,--,G2300
G1895,"(0, 8, 7, 3, 6, 2, 5, 4, 1, 9)","(4, 2, 1, 8, 9, 7, 0, 6, 5, 3)",10n26,-13,-2,--,--,G2296
G1896,"(0, 9, 7, 8, 6, 5, 3, 4, 2, 1)","(3, 2, 0, 4, 9, 7, 6, 1, 8, 5)",10n26,-13,-2,--,--,G2302
G1897,"(0, 1, 9, 7, 4, 8, 6, 5, 3, 2)","(3, 6, 5, 2, 0, 1, 9, 7, 8, 4)",10n26,-13,-2,--,--,G2303
G1898,"(0, 7, 9, 8, 4, 6, 3, 5, 1, 2)","(5, 1, 3, 2, 0, 9, 7, 8, 4, 6)",10n26,-13,-2,--,--,G2304
G2295,"(0, 2, 9, 1, 8, 6, 7, 4, 5, 3)","(4, 7, 5, 3, 2, 0, 9, 8, 1, 6)",10n26,-13,-2,--,--,G1889
G2296,"(0, 9, 7, 5, 4, 2, 3, 1, 8, 6)","(3, 1, 0, 8, 6, 7, 9, 5, 4, 2)",10n26,-13,-2,--,--,G1895
G2297,"(0, 8, 9, 7, 4, 3, 6, 5, 1, 2)","(5, 1, 3, 2, 0, 8, 9, 7, 4, 6)",10n26,-13,-2,--,--,G1892
G2298,"(0, 8, 9, 7, 6, 5, 3, 4, 2, 1)","(3, 2, 4, 0, 8, 7, 6, 1, 9, 5)",10n26,-13,-2,--,--,G1893
G2299,"(0, 9, 7, 5, 4, 2, 3, 1, 8, 6)","(3, 1, 0, 9, 6, 5, 8, 7, 4, 2)",10n26,-13,-2,--,--,G1891
G2300,"(0, 8, 7, 6, 2, 4, 3, 1, 9, 5)","(3, 1, 9, 8, 7, 0, 6, 5, 4, 2)",10n26,-13,-2,--,--,G1894
G2301,"(0, 6, 9, 8, 4, 3, 5, 2, 7, 1)","(3, 1, 2, 0, 9, 7, 8, 6, 4, 5)",10n26,-13,-2,--,--,G1890
G2302,"(0, 9, 7, 8, 6, 5, 3, 4, 2, 1)","(8, 2, 1, 4, 0, 7, 6, 9, 5, 3)",10n26,-13,-2,--,--,G1896
G2303,"(0, 3, 2, 9, 1, 8, 6, 7, 5, 4)","(5, 8, 7, 3, 4, 2, 0, 1, 9, 6)",10n26,-13,-2,--,--,G1897
G2304,"(0, 9, 7, 5, 6, 3, 1, 4, 2, 8)","(4, 2, 1, 8, 0, 9, 5, 7, 6, 3)",10n26,-13,-2,--,--,G1898
G1900,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(6, 4, 3, 8, 1, 9, 7, 0, 5, 2)",10n26,-13,0,G1912,G2308,G2313
G1901,"(0, 8, 2, 9, 4, 7, 6, 5, 3, 1)","(6, 4, 5, 3, 1, 2, 8, 0, 7, 9)",10n26,-13,0,G1908,G2307,G2317
G1902,"(0, 4, 3, 2, 9, 7, 5, 8, 6, 1)","(7, 8, 5, 6, 4, 3, 1, 2, 0, 9)",10n26,-13,0,G1906,G2315,G2306
G1903,"(0, 8, 6, 3, 2, 7, 5, 4, 1, 9)","(5, 4, 2, 1, 9, 0, 8, 6, 7, 3)",10n26,-13,0,G1904,G2319,G2309
G1904,"(0, 9, 7, 2, 1, 8, 6, 4, 5, 3)","(8, 6, 4, 5, 3, 2, 0, 9, 1, 7)",10n26,-13,0,G1903,G2309,G2319
G1905,"(0, 7, 6, 5, 4, 2, 3, 1, 9, 8)","(4, 3, 9, 7, 1, 6, 0, 8, 5, 2)",10n26,-13,0,G1910,G2311,G2316
G1906,"(0, 4, 3, 8, 6, 9, 7, 5, 2, 1)","(6, 7, 5, 4, 2, 3, 1, 0, 8, 9)",10n26,-13,0,G1902,G2306,G2315
G1907,"(0, 9, 3, 2, 8, 6, 7, 5, 1, 4)","(8, 5, 7, 4, 3, 1, 2, 0, 9, 6)",10n26,-13,0,G1911,G2310,G2314
G1908,"(0, 8, 7, 5, 3, 2, 1, 4, 9, 6)","(4, 2, 9, 1, 8, 0, 6, 7, 5, 3)",10n26,-13,0,G1901,G2317,G2307
G1909,"(0, 5, 4, 2, 7, 6, 3, 1, 9, 8)","(4, 3, 1, 9, 0, 8, 7, 6, 5, 2)",10n26,-13,0,G1913,G2318,G2312
G1910,"(0, 9, 8, 7, 4, 6, 5, 3, 1, 2)","(3, 7, 5, 1, 0, 2, 9, 6, 4, 8)",10n26,-13,0,G1905,G2316,G2311
G1911,"(0, 4, 9, 3, 2, 8, 6, 7, 5, 1)","(6, 8, 7, 5, 4, 3, 1, 2, 0, 9)",10n26,-13,0,G1907,G2314,G2310
G1912,"(0, 2, 4, 1, 6, 9, 8, 5, 7, 3)","(8, 6, 7, 5, 3, 4, 2, 0, 1, 9)",10n26,-13,0,G1900,G2313,G2308
G1913,"(0, 9, 4, 6, 5, 3, 1, 8, 7, 2)","(3, 1, 0, 2, 9, 8, 7, 6, 4, 5)",10n26,-13,0,G1909,G2312,G2318
G2306,"(0, 6, 5, 9, 8, 7, 2, 4, 1, 3)","(5, 4, 2, 3, 1, 0, 8, 9, 6, 7)",10n26,-13,0,G2315,G1906,G1902
G2307,"(0, 9, 6, 8, 4, 3, 2, 5, 1, 7)","(5, 2, 0, 3, 1, 9, 7, 8, 6, 4)",10n26,-13,0,G2317,G1901,G1908
G2308,"(0, 5, 8, 6, 4, 7, 2, 9, 3, 1)","(4, 2, 3, 1, 9, 0, 8, 6, 7, 5)",10n26,-13,0,G2313,G1900,G1912
G2309,"(0, 6, 5, 9, 8, 4, 7, 3, 1, 2)","(5, 4, 1, 3, 2, 9, 0, 8, 6, 7)",10n26,-13,0,G2319,G1904,G1903
G2310,"(0, 5, 4, 2, 9, 7, 8, 6, 3, 1)","(7, 8, 6, 5, 4, 1, 3, 2, 0, 9)",10n26,-13,0,G2314,G1907,G1911
G2311,"(0, 8, 9, 7, 4, 6, 5, 3, 2, 1)","(4, 3, 5, 0, 8, 2, 7, 1, 9, 6)",10n26,-13,0,G2316,G1905,G1910
G2312,"(0, 9, 3, 2, 7, 6, 8, 5, 1, 4)","(8, 6, 5, 4, 3, 1, 2, 0, 7, 9)",10n26,-13,0,G2318,G1913,G1909
G2313,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(6, 2, 9, 1, 3, 0, 5, 8, 7, 4)",10n26,-13,0,G2308,G1912,G1900
G2314,"(0, 9, 7, 6, 5, 3, 4, 2, 1, 8)","(6, 1, 5, 4, 0, 8, 9, 7, 3, 2)",10n26,-13,0,G2310,G1911,G1907
G2315,"(0, 4, 3, 9, 6, 8, 5, 7, 2, 1)","(6, 7, 5, 4, 2, 3, 0, 1, 9, 8)",10n26,-13,0,G2306,G1902,G1906
G2316,"(0, 9, 7, 6, 8, 5, 3, 4, 2, 1)","(3, 1, 5, 0, 4, 2, 7, 9, 8, 6)",10n26,-13,0,G2311,G1910,G1905
G2317,"(0, 6, 8, 5, 4, 7, 3, 9, 2, 1)","(3, 1, 4, 2, 9, 0, 8, 6, 7, 5)",10n26,-13,0,G2307,G1908,G1901
G2318,"(0, 9, 5, 8, 4, 1, 3, 2, 7, 6)","(3, 1, 0, 2, 9, 7, 8, 6, 5, 4)",10n26,-13,0,G2312,G1909,G1913
G2319,"(0, 9, 3, 2, 8, 6, 7, 5, 1, 4)","(6, 5, 7, 4, 3, 1, 2, 0, 8, 9)",10n26,-13,0,G2309,G1903,G1904
G1914,"(0, 8, 6, 5, 3, 2, 7, 4, 1, 9)","(6, 5, 4, 2, 1, 9, 0, 8, 7, 3)",10n26,-13,2,--,--,G2320
G1915,"(0, 9, 7, 8, 6, 5, 3, 4, 2, 1)","(6, 3, 0, 5, 4, 2, 7, 1, 9, 8)",10n26,-13,2,--,--,G2323
G1916,"(0, 1, 7, 9, 6, 8, 4, 3, 5, 2)","(6, 8, 4, 5, 3, 2, 0, 9, 1, 7)",10n26,-13,2,--,--,G2328
G1917,"(0, 7, 6, 5, 9, 4, 1, 3, 2, 8)","(6, 5, 3, 1, 2, 0, 8, 9, 7, 4)",10n26,-13,2,--,--,G2325
G1918,"(0, 9, 8, 2, 6, 5, 7, 4, 1, 3)","(8, 7, 5, 4, 3, 1, 2, 0, 6, 9)",10n26,-13,2,--,--,G2321
G1919,"(0, 8, 5, 4, 7, 3, 6, 2, 1, 9)","(6, 4, 3, 9, 2, 0, 1, 8, 7, 5)",10n26,-13,2,--,--,G2324
G1920,"(0, 8, 6, 4, 5, 2, 3, 1, 9, 7)","(5, 4, 3, 9, 1, 8, 0, 7, 6, 2)",10n26,-13,2,--,--,G2326
G1921,"(0, 8, 9, 7, 4, 3, 6, 5, 1, 2)","(6, 4, 5, 3, 1, 0, 2, 8, 7, 9)",10n26,-13,2,--,--,G2329
G1922,"(0, 9, 7, 6, 4, 8, 5, 3, 1, 2)","(8, 4, 5, 3, 1, 2, 0, 7, 6, 9)",10n26,-13,2,--,--,G2327
G1923,"(0, 8, 6, 7, 4, 5, 3, 2, 1, 9)","(6, 5, 3, 9, 8, 2, 1, 0, 7, 4)",10n26,-13,2,--,--,G2322
G2320,"(0, 8, 5, 3, 4, 2, 1, 9, 7, 6)","(4, 2, 9, 8, 1, 0, 7, 6, 5, 3)",10n26,-13,2,--,--,G1914
G2321,"(0, 6, 4, 2, 1, 3, 9, 8, 7, 5)","(3, 1, 0, 9, 5, 8, 7, 6, 4, 2)",10n26,-13,2,--,--,G1918
G2322,"(0, 9, 7, 8, 6, 5, 4, 2, 3, 1)","(6, 2, 0, 5, 4, 3, 1, 7, 9, 8)",10n26,-13,2,--,--,G1923
G2323,"(0, 9, 7, 8, 6, 5, 3, 4, 2, 1)","(8, 6, 2, 5, 4, 1, 7, 0, 9, 3)",10n26,-13,2,--,--,G1915
G2324,"(0, 8, 5, 3, 4, 2, 1, 9, 7, 6)","(4, 2, 1, 7, 9, 0, 8, 6, 5, 3)",10n26,-13,2,--,--,G1919
G2325,"(0, 4, 9, 6, 8, 7, 3, 2, 5, 1)","(6, 7, 5, 3, 4, 2, 1, 9, 0, 8)",10n26,-13,2,--,--,G1917
G2326,"(0, 8, 9, 6, 7, 5, 2, 4, 1, 3)","(7, 2, 5, 4, 3, 1, 0, 8, 6, 9)",10n26,-13,2,--,--,G1920
G2327,"(0, 9, 7, 8, 6, 3, 5, 2, 1, 4)","(8, 5, 3, 4, 2, 0, 1, 7, 6, 9)",10n26,-13,2,--,--,G1922
G2328,"(0, 6, 4, 7, 5, 2, 3, 1, 9, 8)","(5, 2, 1, 3, 9, 8, 0, 7, 6, 4)",10n26,-13,2,--,--,G1916
G2329,"(0, 1, 7, 6, 9, 8, 5, 3, 4, 2)","(6, 8, 5, 3, 4, 2, 0, 9, 1, 7)",10n26,-13,2,--,--,G1921
G1924,"(0, 7, 6, 4, 5, 3, 2, 1, 9, 8)","(6, 5, 3, 9, 2, 1, 0, 8, 7, 4)",10n26,-13,4,--,--,G2330
G2330,"(0, 7, 6, 5, 3, 4, 2, 1, 9, 8)","(6, 5, 4, 2, 9, 1, 0, 8, 7, 3)",10n26,-13,4,--,--,G1924
G2125,"(0, 1, 3, 4, 5, 2, 6, 8, 9, 7)","(2, 4, 5, 6, 8, 7, 9, 0, 3, 1)",m10n26,3,0,G2126,G2531,G2532
G2126,"(0, 1, 2, 4, 5, 8, 6, 7, 9, 3)","(7, 9, 0, 1, 3, 4, 2, 5, 6, 8)",m10n26,3,0,G2125,G2532,G2531
G2531,"(0, 2, 3, 4, 1, 5, 6, 8, 9, 7)","(3, 4, 5, 8, 6, 7, 9, 0, 2, 1)",m10n26,3,0,G2532,G2125,G2126
G2532,"(0, 1, 3, 4, 8, 5, 6, 7, 9, 2)","(7, 9, 0, 2, 3, 1, 4, 5, 6, 8)",m10n26,3,0,G2531,G2126,G2125
G110,"(0, 9, 8, 6, 3, 2, 1, 5, 4, 7)","(5, 1, 0, 9, 7, 6, 4, 3, 8, 2)",10n27,-11,-2,--,--,G114
G111,"(0, 2, 1, 8, 7, 9, 6, 5, 3, 4)","(5, 9, 3, 2, 0, 4, 1, 8, 7, 6)",10n27,-11,-2,--,--,G112
G112,"(0, 9, 6, 7, 5, 4, 2, 1, 3, 8)","(4, 1, 0, 3, 8, 7, 6, 5, 9, 2)",10n27,-11,-2,--,--,G111
G113,"(0, 9, 7, 6, 4, 5, 3, 2, 1, 8)","(6, 5, 1, 8, 7, 0, 9, 4, 3, 2)",10n27,-11,-2,--,--,G115
G114,"(0, 6, 5, 4, 8, 7, 3, 9, 2, 1)","(2, 1, 9, 7, 6, 0, 5, 4, 8, 3)",10n27,-11,-2,--,--,G110
G115,"(0, 9, 7, 6, 5, 3, 4, 2, 1, 8)","(5, 4, 1, 8, 7, 6, 0, 9, 3, 2)",10n27,-11,-2,--,--,G113
G116,"(0, 9, 4, 6, 3, 2, 8, 1, 7, 5)","(8, 6, 7, 1, 0, 5, 4, 3, 2, 9)",10n27,-11,0,G118,G124,G122
G117,"(0, 9, 7, 8, 6, 5, 2, 1, 4, 3)","(8, 2, 1, 4, 3, 0, 7, 6, 9, 5)",10n27,-11,0,G121,G119,G125
G118,"(0, 5, 4, 9, 7, 3, 6, 2, 1, 8)","(7, 8, 6, 5, 2, 1, 0, 9, 4, 3)",10n27,-11,0,G116,G122,G124
G119,"(0, 7, 4, 3, 6, 2, 5, 9, 8, 1)","(3, 2, 9, 8, 1, 0, 7, 6, 4, 5)",10n27,-11,0,G125,G117,G121
G120,"(0, 1, 8, 6, 9, 7, 5, 3, 2, 4)","(5, 9, 4, 0, 3, 2, 1, 8, 6, 7)",10n27,-11,0,?,?,G123
G121,"(0, 9, 2, 1, 7, 5, 4, 8, 6, 3)","(5, 4, 7, 6, 3, 2, 0, 1, 9, 8)",10n27,-11,0,G117,G125,G119
G122,"(0, 8, 3, 2, 9, 7, 6, 4, 1, 5)","(4, 2, 1, 6, 5, 0, 9, 8, 7, 3)",10n27,-11,0,G124,G118,G116
G123,"(0, 2, 9, 1, 7, 8, 5, 4, 6, 3)","(5, 6, 4, 8, 0, 3, 2, 1, 9, 7)",10n27,-11,0,?,?,G120
G124,"(0, 9, 4, 2, 7, 1, 8, 6, 5, 3)","(6, 1, 0, 8, 9, 5, 4, 3, 2, 7)",10n27,-11,0,G122,G116,G118
G125,"(0, 9, 7, 8, 6, 5, 2, 1, 4, 3)","(4, 2, 1, 5, 3, 0, 7, 6, 9, 8)",10n27,-11,0,G119,G121,G117
G126,"(0, 1, 9, 8, 5, 7, 6, 3, 2, 4)","(8, 7, 6, 3, 0, 4, 2, 1, 5, 9)",10n27,-11,2,--,--,G130
G127,"(0, 9, 2, 8, 4, 3, 7, 6, 5, 1)","(8, 3, 7, 6, 1, 5, 4, 2, 0, 9)",10n27,-11,2,--,--,G128
G128,"(0, 3, 2, 6, 5, 4, 1, 9, 8, 7)","(5, 9, 4, 3, 1, 0, 8, 7, 6, 2)",10n27,-11,2,--,--,G127
G129,"(0, 7, 6, 4, 5, 3, 2, 1, 9, 8)","(6, 5, 9, 8, 2, 1, 0, 7, 4, 3)",10n27,-11,2,--,--,G131
G130,"(0, 5, 7, 6, 4, 3, 1, 2, 9, 8)","(6, 9, 3, 2, 1, 0, 5, 8, 7, 4)",10n27,-11,2,--,--,G126
G131,"(0, 7, 6, 5, 3, 4, 2, 1, 9, 8)","(6, 5, 4, 9, 8, 1, 0, 7, 3, 2)",10n27,-11,2,--,--,G129
G1159,"(0, 3, 4, 1, 2, 8, 9, 5, 6, 7)","(6, 8, 9, 7, 0, 1, 3, 2, 4, 5)",m10n27,1,0,G1164,G1162,G1170
G1160,"(0, 5, 6, 7, 1, 2, 4, 8, 3, 9)","(6, 7, 8, 2, 3, 9, 0, 1, 5, 4)",m10n27,1,0,G1161,G1168,G1169
G1161,"(0, 2, 3, 7, 8, 9, 4, 5, 1, 6)","(4, 5, 1, 2, 6, 7, 8, 0, 9, 3)",m10n27,1,0,G1160,G1169,G1168
G1162,"(0, 3, 7, 8, 4, 5, 6, 1, 2, 9)","(8, 9, 1, 2, 0, 3, 4, 5, 7, 6)",m10n27,1,0,G1170,G1159,G1164
G1163,"(0, 1, 7, 4, 2, 5, 6, 3, 8, 9)","(4, 5, 3, 8, 6, 7, 0, 9, 1, 2)",m10n27,1,0,G1166,G1165,G1167
G1164,"(0, 1, 4, 7, 8, 9, 5, 6, 2, 3)","(5, 6, 8, 9, 0, 2, 1, 3, 4, 7)",m10n27,1,0,G1159,G1170,G1162
G1165,"(0, 1, 2, 8, 4, 5, 7, 3, 6, 9)","(4, 3, 7, 5, 6, 9, 0, 8, 1, 2)",m10n27,1,0,G1167,G1163,G1166
G1166,"(0, 1, 4, 2, 3, 6, 7, 5, 9, 8)","(3, 6, 9, 5, 7, 8, 4, 0, 1, 2)",m10n27,1,0,G1163,G1167,G1165
G1167,"(0, 1, 3, 2, 5, 6, 4, 9, 7, 8)","(3, 4, 9, 6, 7, 0, 8, 5, 1, 2)",m10n27,1,0,G1165,G1166,G1163
G1168,"(0, 4, 5, 1, 2, 3, 7, 6, 8, 9)","(8, 9, 3, 4, 6, 0, 5, 1, 2, 7)",m10n27,1,0,G1169,G1160,G1161
G1169,"(0, 9, 3, 4, 5, 1, 2, 6, 7, 8)","(5, 1, 6, 0, 2, 3, 7, 8, 9, 4)",m10n27,1,0,G1168,G1161,G1160
G1170,"(0, 8, 9, 1, 2, 3, 5, 4, 6, 7)","(6, 3, 4, 7, 0, 1, 2, 8, 9, 5)",m10n27,1,0,G1162,G1164,G1159
G132,"(0, 8, 9, 2, 3, 5, 4, 6, 1, 7)","(6, 1, 3, 4, 7, 0, 8, 9, 5, 2)",10n28,-2,-1,--,--,G138
G133,"(0, 7, 5, 6, 8, 2, 3, 9, 4, 1)","(2, 1, 9, 0, 3, 4, 5, 7, 8, 6)",10n28,-2,-1,--,--,G143
G134,"(0, 5, 6, 7, 8, 3, 4, 2, 9, 1)","(2, 8, 1, 9, 4, 5, 0, 6, 3, 7)",10n28,-2,-1,--,--,G142
G135,"(0, 5, 1, 8, 2, 3, 4, 7, 9, 6)","(7, 9, 6, 3, 4, 5, 0, 1, 2, 8)",10n28,-2,-1,--,--,G139
G136,"(0, 9, 2, 1, 3, 4, 8, 6, 7, 5)","(6, 4, 7, 5, 0, 1, 2, 9, 3, 8)",10n28,-2,-1,--,--,G150
G137,"(0, 1, 3, 4, 2, 9, 5, 7, 6, 8)","(2, 5, 7, 8, 6, 3, 0, 4, 9, 1)",10n28,-2,-1,--,--,G151
G138,"(0, 8, 3, 4, 6, 5, 7, 9, 1, 2)","(5, 1, 9, 2, 3, 8, 0, 4, 6, 7)",10n28,-2,-1,--,--,G132
