Knot Type,Grid ID,X-Permutation,O-Permutation,tb,r,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal,x+,x-
11n86,G491,"(0, 7, 6, 8, 3, 4, 5, 2, 1, 9)","(6, 4, 1, 5, 7, 9, 0, 8, 3, 2)",-7,0,G499,G489,G488,1,1
11n86,G492,"(0, 2, 6, 9, 7, 8, 5, 3, 4, 1)","(5, 8, 1, 3, 2, 4, 9, 6, 0, 7)",-7,0,G485,G492,G485,1,1
11n86,G493,"(0, 7, 5, 6, 2, 4, 8, 3, 1, 9)","(6, 3, 8, 9, 7, 1, 2, 0, 5, 4)",-7,0,G486,G498,G483,1,1
11n86,G494,"(0, 6, 7, 2, 3, 5, 4, 9, 1, 8)","(3, 1, 4, 6, 9, 0, 8, 7, 5, 2)",-7,0,G497,G487,G500,1,1
11n86,G495,"(0, 3, 4, 8, 7, 5, 6, 2, 1, 9)","(5, 6, 2, 3, 9, 8, 1, 0, 7, 4)",-7,0,G496,G495,G496,1,1
11n86,G496,"(0, 9, 3, 4, 7, 8, 6, 5, 1, 2)","(8, 4, 5, 1, 2, 3, 0, 7, 6, 9)",-7,0,G495,G496,G495,1,1
11n86,G497,"(0, 1, 7, 5, 6, 8, 9, 4, 3, 2)","(4, 6, 3, 9, 0, 2, 7, 8, 1, 5)",-7,0,G494,G500,G487,1,1
11n86,G498,"(0, 1, 4, 9, 7, 8, 5, 3, 6, 2)","(3, 7, 8, 6, 0, 2, 1, 9, 4, 5)",-7,0,G483,G493,G486,1,1
11n86,G499,"(0, 7, 6, 9, 1, 8, 2, 5, 3, 4)","(6, 5, 2, 3, 4, 0, 9, 1, 7, 8)",-7,0,G491,G488,G489,1,1
11n86,G500,"(0, 9, 5, 6, 3, 1, 4, 2, 7, 8)","(6, 2, 7, 1, 0, 8, 9, 5, 3, 4)",-7,0,G487,G497,G494,1,1
11n86,G501,"(0, 9, 7, 6, 8, 1, 2, 5, 3, 4)","(8, 6, 5, 2, 3, 4, 0, 1, 7, 9)",-7,2,--,--,G502,1,1
11n86,G502,"(0, 1, 9, 5, 4, 6, 3, 2, 7, 8)","(6, 7, 4, 3, 0, 2, 1, 8, 9, 5)",-7,2,--,--,G501,1,1
11n86,G503,"(0, 2, 1, 3, 9, 6, 7, 5, 4, 8)","(6, 9, 7, 8, 5, 2, 4, 3, 0, 1)",-7,2,--,--,G504,1,1
11n86,G504,"(0, 6, 8, 7, 9, 4, 3, 1, 2, 5)","(7, 4, 5, 1, 3, 2, 0, 6, 8, 9)",-7,2,--,--,G503,1,1
11n86,G505,"(0, 4, 6, 7, 3, 1, 2, 9, 8, 5)","(7, 9, 1, 2, 0, 5, 8, 6, 4, 3)",-7,2,--,--,G506,1,1
11n86,G506,"(0, 8, 1, 7, 2, 6, 9, 4, 5, 3)","(7, 4, 6, 5, 9, 0, 3, 1, 2, 8)",-7,2,--,--,G505,1,1
m11n86,G1513,"(0, 9, 3, 2, 5, 6, 4, 7, 8, 1)","(4, 2, 1, 6, 7, 0, 8, 9, 3, 5)",-3,0,?,?,?,1,1
m11n86,G1514,"(0, 9, 2, 4, 1, 5, 7, 6, 3, 8)","(7, 5, 6, 8, 3, 2, 4, 0, 9, 1)",-3,0,?,?,?,1,1
11n88,G507,"(0, 9, 2, 4, 8, 7, 6, 3, 5, 1)","(4, 3, 5, 1, 2, 0, 9, 8, 7, 6)",-13,-2,--,--,G507,1,1
11n88,G508,"(0, 6, 5, 4, 8, 7, 3, 9, 2, 1)","(4, 3, 2, 9, 1, 0, 8, 6, 7, 5)",-13,0,G509,G508,G509,1,1
11n88,G509,"(0, 9, 8, 6, 3, 2, 1, 5, 4, 7)","(5, 4, 2, 1, 0, 9, 7, 8, 6, 3)",-13,0,G508,G509,G508,1,1
11n88,G510,"(0, 6, 8, 5, 4, 3, 7, 9, 2, 1)","(5, 4, 3, 2, 1, 9, 0, 6, 8, 7)",-13,2,--,--,G510,1,1
m11n88,G1515,"(0, 1, 3, 5, 4, 6, 7, 8, 9, 2)","(3, 4, 8, 2, 9, 0, 1, 5, 6, 7)",3,0,G1516,G1516,G1515,1,1
m11n88,G1516,"(0, 8, 1, 2, 3, 4, 6, 5, 7, 9)","(7, 3, 4, 5, 9, 0, 1, 8, 2, 6)",3,0,G1515,G1515,G1516,1,1
11n92,G511,"(0, 9, 6, 3, 4, 5, 1, 2, 7, 8)","(7, 1, 0, 8, 9, 2, 3, 6, 4, 5)",-4,-1,--,--,G514,1,1
11n92,G512,"(0, 1, 9, 8, 2, 3, 4, 6, 7, 5)","(6, 7, 4, 0, 9, 5, 1, 2, 3, 8)",-4,-1,--,--,G513,1,1
11n92,G513,"(0, 1, 4, 2, 3, 8, 7, 5, 6, 9)","(3, 7, 0, 5, 6, 4, 9, 8, 1, 2)",-4,-1,--,--,G512,1,1
11n92,G514,"(0, 6, 7, 3, 4, 5, 2, 8, 9, 1)","(2, 1, 5, 6, 8, 9, 7, 0, 3, 4)",-4,-1,--,--,G511,1,1
11n92,G515,"(0, 1, 6, 7, 3, 4, 5, 2, 9, 8)","(3, 4, 2, 5, 6, 9, 0, 8, 7, 1)",-4,1,--,--,G517,1,1
11n92,G516,"(0, 8, 9, 1, 2, 3, 7, 6, 4, 5)","(7, 2, 3, 4, 0, 6, 5, 1, 8, 9)",-4,1,--,--,G518,1,1
11n92,G517,"(0, 2, 3, 9, 6, 7, 8, 4, 5, 1)","(7, 8, 1, 4, 2, 3, 5, 6, 0, 9)",-4,1,--,--,G515,1,1
11n92,G518,"(0, 3, 4, 2, 1, 6, 7, 5, 8, 9)","(7, 8, 1, 0, 5, 3, 4, 9, 2, 6)",-4,1,--,--,G516,1,1
m11n92,G1517,"(0, 9, 6, 3, 2, 1, 4, 7, 8, 5)","(4, 1, 0, 7, 6, 5, 8, 9, 3, 2)",-6,-1,--,--,?,1,1
m11n92,G1518,"(0, 9, 1, 6, 5, 7, 8, 4, 3, 2)","(4, 3, 8, 0, 9, 2, 6, 7, 1, 5)",-6,-1,--,--,?,1,1
m11n92,G1519,"(0, 7, 8, 1, 4, 3, 2, 9, 6, 5)","(3, 2, 6, 7, 0, 9, 8, 5, 4, 1)",-6,1,--,--,?,1,1
m11n92,G1520,"(0, 9, 8, 4, 5, 7, 6, 1, 3, 2)","(7, 1, 5, 6, 0, 3, 2, 4, 9, 8)",-6,1,--,--,?,1,1
11n96,G519,"(0, 2, 4, 9, 6, 5, 8, 7, 3, 1)","(5, 7, 1, 3, 0, 2, 4, 9, 8, 6)",-6,-1,--,--,?,1,1
11n96,G520,"(0, 8, 4, 3, 6, 5, 2, 7, 9, 1)","(5, 3, 2, 7, 9, 1, 8, 0, 4, 6)",-6,1,--,--,?,1,1
m11n96,G1521,"(0, 7, 8, 1, 6, 3, 5, 2, 4, 9)","(5, 2, 3, 4, 9, 7, 8, 6, 0, 1)",-4,-1,--,--,G1523,1,1
m11n96,G1522,"(0, 1, 3, 4, 9, 7, 5, 8, 6, 2)","(5, 6, 8, 2, 3, 0, 1, 4, 9, 7)",-4,-1,--,--,G1524,1,1
m11n96,G1523,"(0, 4, 2, 5, 3, 1, 8, 9, 6, 7)","(6, 8, 9, 0, 7, 4, 2, 3, 1, 5)",-4,-1,--,--,G1521,1,1
m11n96,G1524,"(0, 2, 9, 5, 6, 4, 7, 8, 1, 3)","(4, 7, 3, 0, 1, 8, 9, 2, 5, 6)",-4,-1,--,--,G1522,1,1
m11n96,G1525,"(0, 5, 7, 4, 6, 3, 8, 1, 2, 9)","(8, 9, 3, 1, 2, 0, 5, 6, 7, 4)",-4,1,--,--,G1527,1,1
m11n96,G1526,"(0, 6, 4, 7, 5, 3, 8, 9, 1, 2)","(5, 3, 8, 1, 2, 9, 0, 4, 6, 7)",-4,1,--,--,G1528,1,1
m11n96,G1527,"(0, 1, 8, 9, 6, 4, 2, 5, 3, 7)","(2, 6, 4, 5, 3, 0, 7, 8, 9, 1)",-4,1,--,--,G1525,1,1
m11n96,G1528,"(0, 2, 5, 6, 9, 7, 8, 4, 1, 3)","(7, 8, 1, 4, 5, 2, 3, 0, 6, 9)",-4,1,--,--,G1526,1,1
11n99,G521,"(0, 7, 1, 3, 2, 4, 6, 8, 9, 5)","(4, 2, 6, 8, 5, 7, 9, 0, 3, 1)",1,0,G522,G521,G522,0,0
11n99,G522,"(0, 6, 7, 9, 1, 3, 2, 4, 8, 5)","(4, 2, 5, 6, 8, 0, 7, 9, 3, 1)",1,0,G521,G522,G521,0,0
m11n99,G1529,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(4, 1, 9, 8, 3, 7, 5, 0, 6, 2)",-11,-2,--,--,G1529,1,1
m11n99,G1530,"(0, 2, 9, 1, 8, 3, 7, 5, 6, 4)","(5, 6, 3, 4, 2, 0, 9, 8, 1, 7)",-11,-2,--,--,G1530,1,1
m11n99,G1531,"(0, 3, 1, 9, 8, 5, 7, 4, 6, 2)","(5, 6, 4, 2, 0, 9, 3, 8, 1, 7)",-11,-2,--,--,G1531,1,1
m11n99,G1532,"(0, 9, 2, 8, 1, 6, 4, 7, 3, 5)","(6, 4, 7, 3, 5, 2, 0, 1, 9, 8)",-11,0,G1533,G1535,G1534,1,1
m11n99,G1533,"(0, 8, 6, 4, 7, 3, 5, 2, 1, 9)","(7, 5, 1, 9, 2, 8, 0, 6, 4, 3)",-11,0,G1532,G1534,G1535,1,1
m11n99,G1534,"(0, 6, 4, 7, 3, 5, 1, 9, 8, 2)","(3, 1, 9, 2, 8, 0, 7, 6, 4, 5)",-11,0,G1535,G1533,G1532,1,1
m11n99,G1535,"(0, 7, 5, 6, 4, 3, 1, 9, 2, 8)","(6, 1, 9, 2, 8, 0, 5, 4, 7, 3)",-11,0,G1534,G1532,G1533,1,1
m11n99,G1536,"(0, 6, 8, 5, 7, 4, 3, 1, 9, 2)","(5, 1, 4, 9, 3, 2, 0, 8, 6, 7)",-11,2,--,--,G1536,1,1
m11n99,G1537,"(0, 8, 6, 7, 5, 3, 4, 2, 1, 9)","(7, 3, 9, 4, 2, 6, 1, 0, 8, 5)",-11,2,--,--,G1537,1,1
m11n99,G1538,"(0, 8, 9, 7, 1, 6, 3, 5, 2, 4)","(7, 3, 6, 5, 4, 2, 0, 1, 8, 9)",-11,2,--,--,G1538,1,1
11n102,G333,"(0, 7, 9, 4, 3, 1, 5, 2, 8, 6)","(3, 2, 5, 6, 8, 7, 0, 9, 4, 1)",-1,0,G333,G333,G333,1,1
m11n102,G1330,"(0, 7, 8, 5, 3, 4, 6, 2, 1, 9)","(6, 2, 4, 9, 7, 0, 1, 8, 5, 3)",-9,0,G1330,G1330,G1330,1,1
11n104,G334,"(0, 9, 8, 6, 5, 7, 2, 4, 3, 1)","(7, 2, 4, 1, 0, 3, 6, 9, 8, 5)",-13,0,G334,G334,G334,1,1
m11n104,G1331,"(0, 8, 9, 2, 3, 1, 4, 5, 6, 7)","(5, 1, 4, 7, 0, 6, 8, 9, 2, 3)",3,0,G1331,G1331,G1331,1,1
11n106,G335,"(0, 1, 2, 7, 8, 9, 6, 4, 5, 3)","(4, 9, 0, 1, 3, 5, 2, 7, 8, 6)",-4,-1,--,--,G337,1,1
11n106,G336,"(0, 7, 4, 5, 3, 6, 8, 9, 1, 2)","(3, 1, 8, 2, 7, 9, 0, 4, 5, 6)",-4,-1,--,--,G339,1,1
11n106,G337,"(0, 1, 2, 7, 8, 9, 6, 4, 5, 3)","(4, 5, 8, 9, 0, 3, 1, 7, 2, 6)",-4,-1,--,--,G335,1,1
11n106,G338,"(0, 8, 3, 4, 2, 5, 6, 7, 1, 9)","(5, 1, 9, 0, 6, 7, 8, 3, 4, 2)",-4,-1,--,--,G340,1,1
11n106,G339,"(0, 8, 9, 4, 2, 3, 5, 1, 6, 7)","(6, 1, 3, 0, 7, 8, 9, 4, 2, 5)",-4,-1,--,--,G336,1,1
11n106,G340,"(0, 1, 9, 5, 3, 4, 6, 7, 8, 2)","(3, 4, 2, 0, 8, 9, 1, 5, 6, 7)",-4,-1,--,--,G338,1,1
11n106,G341,"(0, 8, 9, 7, 4, 5, 6, 1, 2, 3)","(7, 1, 6, 2, 0, 3, 4, 5, 8, 9)",-4,1,--,--,G343,1,1
11n106,G342,"(0, 4, 5, 6, 8, 9, 7, 3, 1, 2)","(5, 6, 7, 1, 3, 4, 2, 0, 8, 9)",-4,1,--,--,G345,1,1
11n106,G343,"(0, 8, 9, 7, 4, 5, 6, 1, 2, 3)","(7, 5, 6, 1, 8, 0, 2, 3, 4, 9)",-4,1,--,--,G341,1,1
11n106,G344,"(0, 1, 3, 4, 6, 9, 7, 8, 5, 2)","(6, 7, 8, 2, 3, 5, 0, 4, 1, 9)",-4,1,--,--,G346,1,1
11n106,G345,"(0, 8, 2, 3, 4, 7, 5, 6, 1, 9)","(7, 5, 6, 1, 2, 3, 9, 0, 8, 4)",-4,1,--,--,G342,1,1
11n106,G346,"(0, 1, 6, 2, 4, 5, 3, 8, 9, 7)","(2, 5, 3, 8, 9, 0, 7, 4, 6, 1)",-4,1,--,--,G344,1,1
m11n106,G1332,"(0, 3, 1, 6, 5, 2, 4, 9, 8, 7)","(4, 9, 8, 0, 7, 6, 1, 5, 3, 2)",-6,-1,--,--,?,1,1
m11n106,G1333,"(0, 6, 9, 5, 1, 8, 7, 3, 2, 4)","(3, 2, 4, 7, 6, 5, 0, 9, 8, 1)",-6,-1,--,--,?,1,1
m11n106,G1334,"(0, 2, 1, 3, 7, 6, 5, 4, 9, 8)","(3, 6, 4, 9, 2, 0, 8, 7, 5, 1)",-6,-1,--,--,?,1,1
m11n106,G1335,"(0, 9, 4, 3, 2, 1, 5, 7, 6, 8)","(7, 3, 1, 0, 8, 6, 9, 4, 2, 5)",-6,1,--,--,?,1,1
m11n106,G1336,"(0, 9, 8, 3, 5, 2, 1, 6, 4, 7)","(5, 4, 2, 6, 1, 0, 7, 9, 8, 3)",-6,1,--,--,?,1,1
m11n106,G1337,"(0, 2, 1, 7, 6, 3, 9, 5, 8, 4)","(3, 6, 5, 4, 9, 8, 7, 0, 2, 1)",-6,1,--,--,?,1,1
11n107,G347,"(0, 9, 3, 4, 5, 8, 7, 6, 2, 1)","(5, 2, 6, 1, 3, 4, 0, 9, 8, 7)",-10,-1,--,--,?,1,1
11n107,G348,"(0, 9, 5, 4, 3, 6, 7, 8, 2, 1)","(4, 3, 2, 1, 7, 8, 0, 5, 9, 6)",-10,1,--,--,?,1,1
m11n107,G1338,"(0, 1, 2, 3, 6, 7, 5, 4, 9, 8)","(3, 4, 7, 9, 0, 1, 8, 6, 5, 2)",0,-1,--,--,?,1,1
m11n107,G1339,"(0, 9, 1, 2, 3, 5, 8, 6, 7, 4)","(5, 4, 6, 7, 0, 1, 2, 9, 3, 8)",0,-1,--,--,?,1,1
m11n107,G1340,"(0, 9, 4, 3, 1, 2, 5, 6, 7, 8)","(6, 3, 2, 0, 7, 8, 9, 1, 4, 5)",0,1,--,--,?,1,1
m11n107,G1341,"(0, 7, 8, 6, 9, 1, 2, 3, 5, 4)","(6, 1, 5, 2, 3, 4, 7, 8, 0, 9)",0,1,--,--,?,1,1
11n110,G1925,"(0, 8, 9, 7, 6, 3, 4, 5, 1, 2)","(4, 1, 5, 0, 8, 7, 9, 2, 3, 6)",-7,-2,--,--,G2331,1,1
11n110,G1926,"(0, 8, 9, 2, 6, 3, 5, 4, 1, 7)","(3, 1, 4, 8, 0, 7, 9, 6, 5, 2)",-7,-2,--,--,G2333,1,1
11n110,G1927,"(0, 8, 9, 7, 5, 1, 3, 2, 4, 6)","(4, 1, 2, 0, 8, 6, 7, 5, 9, 3)",-7,-2,--,--,G2332,1,1
11n110,G1928,"(0, 6, 7, 5, 8, 9, 4, 2, 3, 1)","(2, 1, 3, 9, 0, 6, 7, 5, 8, 4)",-7,-2,--,--,G2334,1,1
11n110,G2331,"(0, 8, 6, 7, 3, 4, 5, 2, 1, 9)","(4, 1, 9, 5, 6, 8, 0, 7, 3, 2)",-7,-2,--,--,G1925,1,1
11n110,G2332,"(0, 1, 9, 4, 7, 5, 3, 6, 8, 2)","(3, 6, 2, 0, 1, 8, 7, 9, 4, 5)",-7,-2,--,--,G1927,1,1
11n110,G2333,"(0, 9, 7, 2, 4, 5, 3, 1, 6, 8)","(5, 1, 0, 8, 6, 9, 7, 4, 2, 3)",-7,-2,--,--,G1926,1,1
11n110,G2334,"(0, 9, 7, 8, 6, 3, 1, 2, 4, 5)","(4, 1, 0, 2, 9, 7, 5, 6, 8, 3)",-7,-2,--,--,G1928,1,1
11n110,G1929,"(0, 1, 2, 8, 9, 7, 5, 4, 6, 3)","(5, 6, 9, 0, 4, 1, 3, 8, 2, 7)",-7,0,G1930,G2349,G2338,1,1
11n110,G1930,"(0, 5, 6, 9, 1, 8, 7, 3, 4, 2)","(6, 7, 3, 4, 5, 2, 0, 8, 1, 9)",-7,0,G1929,G2338,G2349,1,1
11n110,G1931,"(0, 2, 3, 1, 9, 8, 6, 7, 4, 5)","(4, 6, 8, 5, 7, 2, 0, 1, 9, 3)",-7,0,G1941,G2345,G2337,1,1
11n110,G1932,"(0, 1, 9, 8, 6, 2, 3, 5, 7, 4)","(6, 7, 5, 0, 3, 4, 9, 1, 2, 8)",-7,0,G1936,G2336,G2342,1,1
11n110,G1933,"(0, 1, 8, 6, 7, 5, 3, 2, 4, 9)","(5, 7, 4, 9, 2, 8, 0, 6, 1, 3)",-7,0,G1934,G2344,G2347,1,1
11n110,G1934,"(0, 5, 8, 6, 3, 7, 1, 9, 2, 4)","(3, 2, 4, 1, 9, 0, 8, 5, 6, 7)",-7,0,G1933,G2347,G2344,1,1
11n110,G1935,"(0, 8, 9, 2, 1, 7, 5, 3, 6, 4)","(7, 3, 5, 6, 4, 2, 8, 0, 1, 9)",-7,0,G1944,G2340,G2335,1,1
11n110,G1936,"(0, 2, 7, 3, 9, 6, 4, 5, 1, 8)","(4, 6, 5, 1, 2, 0, 8, 9, 7, 3)",-7,0,G1932,G2342,G2336,1,1
11n110,G1937,"(0, 1, 9, 2, 6, 7, 5, 8, 4, 3)","(4, 8, 5, 7, 0, 3, 1, 2, 9, 6)",-7,0,G1942,G2341,G2339,1,1
11n110,G1938,"(0, 1, 7, 5, 8, 9, 6, 4, 2, 3)","(6, 9, 4, 0, 2, 3, 1, 8, 5, 7)",-7,0,G1939,G2343,G2350,1,1
11n110,G1939,"(0, 3, 1, 2, 8, 5, 7, 4, 9, 6)","(7, 9, 5, 6, 4, 0, 3, 1, 2, 8)",-7,0,G1938,G2350,G2343,1,1
11n110,G1940,"(0, 8, 1, 6, 4, 7, 5, 2, 3, 9)","(6, 4, 5, 3, 9, 0, 8, 7, 1, 2)",-7,0,G1943,G2346,G2348,1,1
11n110,G1941,"(0, 3, 1, 7, 5, 6, 4, 8, 9, 2)","(5, 6, 4, 3, 9, 2, 0, 1, 7, 8)",-7,0,G1931,G2337,G2345,1,1
11n110,G1942,"(0, 8, 9, 6, 4, 2, 5, 1, 3, 7)","(5, 2, 4, 3, 0, 7, 8, 6, 9, 1)",-7,0,G1937,G2339,G2341,1,1
11n110,G1943,"(0, 4, 2, 3, 1, 8, 7, 5, 6, 9)","(8, 9, 5, 7, 4, 6, 2, 0, 1, 3)",-7,0,G1940,G2348,G2346,1,1
11n110,G1944,"(0, 8, 4, 2, 3, 1, 6, 7, 5, 9)","(6, 1, 9, 7, 0, 5, 8, 4, 2, 3)",-7,0,G1935,G2335,G2340,1,1
11n110,G2335,"(0, 8, 6, 7, 9, 5, 3, 1, 2, 4)","(7, 3, 1, 4, 2, 0, 6, 5, 8, 9)",-7,0,G2340,G1944,G1935,1,1
11n110,G2336,"(0, 4, 1, 9, 2, 3, 7, 8, 6, 5)","(7, 8, 6, 3, 4, 0, 1, 5, 2, 9)",-7,0,G2342,G1932,G1936,1,1
11n110,G2337,"(0, 6, 9, 7, 8, 4, 5, 2, 3, 1)","(4, 2, 3, 1, 5, 6, 9, 7, 0, 8)",-7,0,G2345,G1941,G1931,1,1
11n110,G2338,"(0, 8, 1, 9, 6, 7, 3, 4, 5, 2)","(7, 3, 4, 2, 0, 5, 6, 9, 1, 8)",-7,0,G2349,G1930,G1929,1,1
11n110,G2339,"(0, 7, 9, 8, 6, 2, 3, 1, 4, 5)","(6, 3, 4, 1, 9, 7, 0, 5, 8, 2)",-7,0,G2341,G1942,G1937,1,1
11n110,G2340,"(0, 8, 9, 5, 2, 3, 1, 4, 7, 6)","(4, 1, 3, 0, 7, 8, 6, 9, 5, 2)",-7,0,G2335,G1935,G1944,1,1
11n110,G2341,"(0, 2, 8, 3, 6, 4, 5, 1, 9, 7)","(4, 5, 1, 9, 2, 8, 0, 7, 6, 3)",-7,0,G2339,G1937,G1942,1,1
11n110,G2342,"(0, 8, 9, 7, 3, 4, 6, 1, 2, 5)","(6, 4, 5, 1, 8, 0, 2, 3, 9, 7)",-7,0,G2336,G1936,G1932,1,1
11n110,G2343,"(0, 7, 4, 6, 5, 8, 3, 9, 1, 2)","(5, 3, 1, 2, 9, 0, 6, 4, 7, 8)",-7,0,G2350,G1938,G1939,1,1
11n110,G2344,"(0, 6, 8, 4, 9, 1, 3, 5, 2, 7)","(5, 3, 1, 0, 2, 7, 8, 9, 6, 4)",-7,0,G2347,G1933,G1934,1,1
11n110,G2345,"(0, 1, 3, 5, 2, 4, 9, 7, 8, 6)","(2, 7, 9, 0, 8, 6, 5, 3, 4, 1)",-7,0,G2337,G1931,G1941,1,1
11n110,G2346,"(0, 1, 9, 8, 2, 3, 7, 5, 6, 4)","(5, 8, 6, 3, 4, 0, 1, 9, 2, 7)",-7,0,G2348,G1940,G1943,1,1
11n110,G2347,"(0, 1, 9, 6, 7, 8, 4, 3, 5, 2)","(4, 8, 2, 0, 3, 5, 1, 6, 9, 7)",-7,0,G2344,G1934,G1933,1,1
11n110,G2348,"(0, 7, 9, 5, 3, 4, 6, 1, 2, 8)","(6, 4, 1, 0, 8, 9, 2, 3, 7, 5)",-7,0,G2346,G1943,G1940,1,1
11n110,G2349,"(0, 1, 5, 2, 4, 9, 3, 8, 6, 7)","(3, 9, 0, 8, 6, 5, 7, 4, 1, 2)",-7,0,G2338,G1929,G1930,1,1
11n110,G2350,"(0, 7, 5, 6, 8, 9, 4, 2, 1, 3)","(4, 2, 9, 0, 3, 7, 1, 8, 5, 6)",-7,0,G2343,G1939,G1938,1,1
11n110,G1945,"(0, 8, 9, 7, 2, 3, 6, 4, 5, 1)","(7, 3, 6, 4, 5, 1, 2, 8, 0, 9)",-7,2,--,--,G2353,1,1
11n110,G1946,"(0, 2, 4, 3, 5, 1, 9, 7, 8, 6)","(3, 7, 1, 9, 0, 8, 6, 4, 5, 2)",-7,2,--,--,G2352,1,1
11n110,G1947,"(0, 6, 3, 2, 4, 1, 5, 8, 9, 7)","(5, 2, 1, 8, 0, 7, 9, 3, 6, 4)",-7,2,--,--,G2354,1,1
11n110,G1948,"(0, 1, 7, 8, 9, 6, 5, 3, 4, 2)","(6, 9, 0, 3, 5, 4, 2, 7, 1, 8)",-7,2,--,--,G2351,1,1
11n110,G2351,"(0, 8, 7, 4, 5, 6, 2, 3, 1, 9)","(7, 6, 2, 9, 1, 3, 4, 0, 8, 5)",-7,2,--,--,G1948,1,1
11n110,G2352,"(0, 4, 6, 9, 7, 5, 8, 3, 1, 2)","(7, 8, 3, 5, 4, 1, 2, 0, 6, 9)",-7,2,--,--,G1946,1,1
11n110,G2353,"(0, 1, 3, 4, 2, 9, 7, 8, 6, 5)","(2, 7, 9, 0, 8, 6, 3, 5, 4, 1)",-7,2,--,--,G1945,1,1
11n110,G2354,"(0, 2, 7, 5, 3, 4, 6, 1, 9, 8)","(5, 6, 4, 1, 9, 2, 0, 8, 7, 3)",-7,2,--,--,G1947,1,1
m11n110,G2127,"(0, 7, 6, 3, 5, 8, 4, 9, 1, 2)","(5, 4, 8, 7, 9, 1, 0, 2, 3, 6)",-3,0,G2128,G2533,G2534,1,1
m11n110,G2128,"(0, 1, 3, 8, 4, 7, 9, 6, 5, 2)","(6, 9, 0, 2, 1, 3, 5, 4, 8, 7)",-3,0,G2127,G2534,G2533,1,1
m11n110,G2533,"(0, 3, 7, 8, 6, 9, 1, 5, 4, 2)","(5, 8, 9, 1, 0, 2, 4, 3, 7, 6)",-3,0,G2534,G2127,G2128,1,1
m11n110,G2534,"(0, 1, 3, 2, 4, 6, 5, 9, 8, 7)","(2, 4, 9, 5, 8, 0, 7, 6, 3, 1)",-3,0,G2533,G2128,G2127,1,1
11n111,G349,"(0, 3, 2, 8, 7, 6, 9, 5, 1, 4)","(5, 9, 4, 3, 1, 0, 2, 8, 6, 7)",-9,-2,--,--,G349,1,1
11n111,G350,"(0, 4, 2, 3, 6, 9, 8, 7, 5, 1)","(6, 8, 5, 7, 1, 4, 3, 2, 0, 9)",-9,0,G353,G351,G352,1,1
11n111,G351,"(0, 6, 3, 1, 2, 5, 4, 9, 8, 7)","(4, 2, 9, 8, 7, 0, 6, 5, 3, 1)",-9,0,G352,G350,G353,1,1
11n111,G352,"(0, 7, 3, 6, 5, 4, 9, 8, 1, 2)","(4, 1, 9, 2, 0, 8, 7, 3, 6, 5)",-9,0,G351,G353,G350,1,1
11n111,G353,"(0, 6, 4, 3, 2, 5, 8, 9, 7, 1)","(2, 1, 9, 8, 7, 0, 4, 6, 3, 5)",-9,0,G350,G352,G351,1,1
11n111,G354,"(0, 3, 9, 5, 8, 7, 6, 2, 1, 4)","(7, 8, 6, 2, 4, 3, 1, 0, 5, 9)",-9,2,--,--,G354,1,1
m11n111,G1342,"(0, 1, 2, 9, 6, 5, 7, 3, 4, 8)","(5, 6, 7, 4, 0, 8, 1, 9, 2, 3)",-1,0,?,?,G1343,1,1
m11n111,G1343,"(0, 3, 7, 4, 5, 6, 1, 2, 9, 8)","(6, 9, 1, 8, 0, 2, 3, 7, 4, 5)",-1,0,?,?,G1342,1,1
11n116,G1949,"(0, 2, 5, 4, 6, 3, 8, 7, 1, 9)","(4, 8, 1, 9, 0, 7, 5, 2, 6, 3)",-3,0,G1950,G2356,G2355,1,1
11n116,G1950,"(0, 6, 4, 7, 5, 8, 9, 2, 1, 3)","(5, 2, 9, 3, 1, 0, 6, 7, 4, 8)",-3,0,G1949,G2355,G2356,1,1
11n116,G2355,"(0, 3, 2, 5, 6, 4, 7, 1, 9, 8)","(4, 1, 7, 9, 0, 8, 3, 5, 6, 2)",-3,0,G2356,G1950,G1949,1,1
11n116,G2356,"(0, 2, 9, 1, 3, 4, 8, 6, 5, 7)","(6, 8, 4, 5, 7, 0, 3, 2, 9, 1)",-3,0,G2355,G1949,G1950,1,1
m11n116,G2129,"(0, 8, 7, 1, 9, 2, 6, 4, 3, 5)","(6, 2, 4, 5, 3, 0, 1, 8, 7, 9)",-7,0,G2130,G2535,G2536,1,1
m11n116,G2130,"(0, 9, 7, 1, 4, 2, 6, 5, 3, 8)","(6, 5, 2, 3, 0, 8, 9, 1, 7, 4)",-7,0,G2129,G2536,G2535,1,1
m11n116,G2535,"(0, 3, 2, 8, 5, 7, 6, 9, 1, 4)","(5, 7, 6, 4, 1, 2, 0, 3, 8, 9)",-7,0,G2536,G2129,G2130,1,1
m11n116,G2536,"(0, 6, 5, 8, 4, 7, 9, 2, 1, 3)","(4, 2, 1, 3, 9, 0, 5, 8, 6, 7)",-7,0,G2535,G2130,G2129,1,1
11n117,G355,"(0, 9, 1, 3, 2, 6, 5, 4, 8, 7)","(5, 2, 8, 0, 4, 3, 9, 7, 6, 1)",-7,0,G356,G356,G355,1,1
11n117,G356,"(0, 4, 1, 7, 9, 3, 2, 8, 6, 5)","(6, 9, 8, 0, 2, 1, 5, 4, 3, 7)",-7,0,G355,G355,G356,1,1
