Knot Type,Grid ID,X-Permutation,O-Permutation,tb,r,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal
10n26,G2326,"(0, 8, 9, 6, 7, 5, 2, 4, 1, 3)","(7, 2, 5, 4, 3, 1, 0, 8, 6, 9)",-13,2,--,--,G1920
10n26,G2327,"(0, 9, 7, 8, 6, 3, 5, 2, 1, 4)","(8, 5, 3, 4, 2, 0, 1, 7, 6, 9)",-13,2,--,--,G1922
10n26,G2328,"(0, 6, 4, 7, 5, 2, 3, 1, 9, 8)","(5, 2, 1, 3, 9, 8, 0, 7, 6, 4)",-13,2,--,--,G1916
10n26,G2329,"(0, 1, 7, 6, 9, 8, 5, 3, 4, 2)","(6, 8, 5, 3, 4, 2, 0, 9, 1, 7)",-13,2,--,--,G1921
10n26,G1924,"(0, 7, 6, 4, 5, 3, 2, 1, 9, 8)","(6, 5, 3, 9, 2, 1, 0, 8, 7, 4)",-13,4,--,--,G2330
10n26,G2330,"(0, 7, 6, 5, 3, 4, 2, 1, 9, 8)","(6, 5, 4, 2, 9, 1, 0, 8, 7, 3)",-13,4,--,--,G1924
m10n26,G2125,"(0, 1, 3, 4, 5, 2, 6, 8, 9, 7)","(2, 4, 5, 6, 8, 7, 9, 0, 3, 1)",3,0,G2126,G2531,G2532
m10n26,G2126,"(0, 1, 2, 4, 5, 8, 6, 7, 9, 3)","(7, 9, 0, 1, 3, 4, 2, 5, 6, 8)",3,0,G2125,G2532,G2531
m10n26,G2531,"(0, 2, 3, 4, 1, 5, 6, 8, 9, 7)","(3, 4, 5, 8, 6, 7, 9, 0, 2, 1)",3,0,G2532,G2125,G2126
m10n26,G2532,"(0, 1, 3, 4, 8, 5, 6, 7, 9, 2)","(7, 9, 0, 2, 3, 1, 4, 5, 6, 8)",3,0,G2531,G2126,G2125
10n27,G110,"(0, 9, 8, 6, 3, 2, 1, 5, 4, 7)","(5, 1, 0, 9, 7, 6, 4, 3, 8, 2)",-11,-2,--,--,G114
10n27,G111,"(0, 2, 1, 8, 7, 9, 6, 5, 3, 4)","(5, 9, 3, 2, 0, 4, 1, 8, 7, 6)",-11,-2,--,--,G112
10n27,G112,"(0, 9, 6, 7, 5, 4, 2, 1, 3, 8)","(4, 1, 0, 3, 8, 7, 6, 5, 9, 2)",-11,-2,--,--,G111
10n27,G113,"(0, 9, 7, 6, 4, 5, 3, 2, 1, 8)","(6, 5, 1, 8, 7, 0, 9, 4, 3, 2)",-11,-2,--,--,G115
10n27,G114,"(0, 6, 5, 4, 8, 7, 3, 9, 2, 1)","(2, 1, 9, 7, 6, 0, 5, 4, 8, 3)",-11,-2,--,--,G110
10n27,G115,"(0, 9, 7, 6, 5, 3, 4, 2, 1, 8)","(5, 4, 1, 8, 7, 6, 0, 9, 3, 2)",-11,-2,--,--,G113
10n27,G116,"(0, 9, 4, 6, 3, 2, 8, 1, 7, 5)","(8, 6, 7, 1, 0, 5, 4, 3, 2, 9)",-11,0,G118,G124,G122
10n27,G117,"(0, 9, 7, 8, 6, 5, 2, 1, 4, 3)","(8, 2, 1, 4, 3, 0, 7, 6, 9, 5)",-11,0,G121,G119,G125
10n27,G118,"(0, 5, 4, 9, 7, 3, 6, 2, 1, 8)","(7, 8, 6, 5, 2, 1, 0, 9, 4, 3)",-11,0,G116,G122,G124
10n27,G119,"(0, 7, 4, 3, 6, 2, 5, 9, 8, 1)","(3, 2, 9, 8, 1, 0, 7, 6, 4, 5)",-11,0,G125,G117,G121
10n27,G120,"(0, 1, 8, 6, 9, 7, 5, 3, 2, 4)","(5, 9, 4, 0, 3, 2, 1, 8, 6, 7)",-11,0,?,?,G123
10n27,G121,"(0, 9, 2, 1, 7, 5, 4, 8, 6, 3)","(5, 4, 7, 6, 3, 2, 0, 1, 9, 8)",-11,0,G117,G125,G119
10n27,G122,"(0, 8, 3, 2, 9, 7, 6, 4, 1, 5)","(4, 2, 1, 6, 5, 0, 9, 8, 7, 3)",-11,0,G124,G118,G116
10n27,G123,"(0, 2, 9, 1, 7, 8, 5, 4, 6, 3)","(5, 6, 4, 8, 0, 3, 2, 1, 9, 7)",-11,0,?,?,G120
10n27,G124,"(0, 9, 4, 2, 7, 1, 8, 6, 5, 3)","(6, 1, 0, 8, 9, 5, 4, 3, 2, 7)",-11,0,G122,G116,G118
10n27,G125,"(0, 9, 7, 8, 6, 5, 2, 1, 4, 3)","(4, 2, 1, 5, 3, 0, 7, 6, 9, 8)",-11,0,G119,G121,G117
10n27,G126,"(0, 1, 9, 8, 5, 7, 6, 3, 2, 4)","(8, 7, 6, 3, 0, 4, 2, 1, 5, 9)",-11,2,--,--,G130
10n27,G127,"(0, 9, 2, 8, 4, 3, 7, 6, 5, 1)","(8, 3, 7, 6, 1, 5, 4, 2, 0, 9)",-11,2,--,--,G128
10n27,G128,"(0, 3, 2, 6, 5, 4, 1, 9, 8, 7)","(5, 9, 4, 3, 1, 0, 8, 7, 6, 2)",-11,2,--,--,G127
10n27,G129,"(0, 7, 6, 4, 5, 3, 2, 1, 9, 8)","(6, 5, 9, 8, 2, 1, 0, 7, 4, 3)",-11,2,--,--,G131
10n27,G130,"(0, 5, 7, 6, 4, 3, 1, 2, 9, 8)","(6, 9, 3, 2, 1, 0, 5, 8, 7, 4)",-11,2,--,--,G126
10n27,G131,"(0, 7, 6, 5, 3, 4, 2, 1, 9, 8)","(6, 5, 4, 9, 8, 1, 0, 7, 3, 2)",-11,2,--,--,G129
m10n27,G1159,"(0, 3, 4, 1, 2, 8, 9, 5, 6, 7)","(6, 8, 9, 7, 0, 1, 3, 2, 4, 5)",1,0,G1164,G1162,G1170
m10n27,G1160,"(0, 5, 6, 7, 1, 2, 4, 8, 3, 9)","(6, 7, 8, 2, 3, 9, 0, 1, 5, 4)",1,0,G1161,G1168,G1169
m10n27,G1161,"(0, 2, 3, 7, 8, 9, 4, 5, 1, 6)","(4, 5, 1, 2, 6, 7, 8, 0, 9, 3)",1,0,G1160,G1169,G1168
m10n27,G1162,"(0, 3, 7, 8, 4, 5, 6, 1, 2, 9)","(8, 9, 1, 2, 0, 3, 4, 5, 7, 6)",1,0,G1170,G1159,G1164
m10n27,G1163,"(0, 1, 7, 4, 2, 5, 6, 3, 8, 9)","(4, 5, 3, 8, 6, 7, 0, 9, 1, 2)",1,0,G1166,G1165,G1167
m10n27,G1164,"(0, 1, 4, 7, 8, 9, 5, 6, 2, 3)","(5, 6, 8, 9, 0, 2, 1, 3, 4, 7)",1,0,G1159,G1170,G1162
m10n27,G1165,"(0, 1, 2, 8, 4, 5, 7, 3, 6, 9)","(4, 3, 7, 5, 6, 9, 0, 8, 1, 2)",1,0,G1167,G1163,G1166
m10n27,G1166,"(0, 1, 4, 2, 3, 6, 7, 5, 9, 8)","(3, 6, 9, 5, 7, 8, 4, 0, 1, 2)",1,0,G1163,G1167,G1165
m10n27,G1167,"(0, 1, 3, 2, 5, 6, 4, 9, 7, 8)","(3, 4, 9, 6, 7, 0, 8, 5, 1, 2)",1,0,G1165,G1166,G1163
m10n27,G1168,"(0, 4, 5, 1, 2, 3, 7, 6, 8, 9)","(8, 9, 3, 4, 6, 0, 5, 1, 2, 7)",1,0,G1169,G1160,G1161
m10n27,G1169,"(0, 9, 3, 4, 5, 1, 2, 6, 7, 8)","(5, 1, 6, 0, 2, 3, 7, 8, 9, 4)",1,0,G1168,G1161,G1160
m10n27,G1170,"(0, 8, 9, 1, 2, 3, 5, 4, 6, 7)","(6, 3, 4, 7, 0, 1, 2, 8, 9, 5)",1,0,G1162,G1164,G1159
10n28,G132,"(0, 8, 9, 2, 3, 5, 4, 6, 1, 7)","(6, 1, 3, 4, 7, 0, 8, 9, 5, 2)",-2,-1,--,--,G138
10n28,G133,"(0, 7, 5, 6, 8, 2, 3, 9, 4, 1)","(2, 1, 9, 0, 3, 4, 5, 7, 8, 6)",-2,-1,--,--,G143
10n28,G134,"(0, 5, 6, 7, 8, 3, 4, 2, 9, 1)","(2, 8, 1, 9, 4, 5, 0, 6, 3, 7)",-2,-1,--,--,G142
10n28,G135,"(0, 5, 1, 8, 2, 3, 4, 7, 9, 6)","(7, 9, 6, 3, 4, 5, 0, 1, 2, 8)",-2,-1,--,--,G139
10n28,G136,"(0, 9, 2, 1, 3, 4, 8, 6, 7, 5)","(6, 4, 7, 5, 0, 1, 2, 9, 3, 8)",-2,-1,--,--,G150
10n28,G137,"(0, 1, 3, 4, 2, 9, 5, 7, 6, 8)","(2, 5, 7, 8, 6, 3, 0, 4, 9, 1)",-2,-1,--,--,G151
10n28,G138,"(0, 8, 3, 4, 6, 5, 7, 9, 1, 2)","(5, 1, 9, 2, 3, 8, 0, 4, 6, 7)",-2,-1,--,--,G132
10n28,G139,"(0, 1, 2, 9, 6, 8, 7, 3, 4, 5)","(2, 3, 7, 4, 0, 5, 9, 6, 8, 1)",-2,-1,--,--,G135
10n28,G140,"(0, 6, 8, 1, 5, 4, 2, 3, 7, 9)","(4, 2, 3, 7, 8, 6, 5, 9, 0, 1)",-2,-1,--,--,G144
10n28,G141,"(0, 1, 9, 2, 5, 8, 6, 7, 3, 4)","(2, 6, 3, 7, 0, 1, 9, 4, 5, 8)",-2,-1,--,--,?
10n28,G142,"(0, 2, 1, 9, 7, 8, 3, 4, 5, 6)","(5, 8, 4, 2, 0, 6, 7, 9, 1, 3)",-2,-1,--,--,G134
10n28,G143,"(0, 6, 4, 5, 7, 8, 9, 2, 3, 1)","(2, 1, 8, 3, 9, 0, 4, 6, 7, 5)",-2,-1,--,--,G133
10n28,G144,"(0, 1, 9, 2, 3, 5, 8, 7, 4, 6)","(4, 7, 3, 5, 6, 0, 1, 9, 8, 2)",-2,-1,--,--,G140
10n28,G145,"(0, 7, 8, 9, 2, 3, 5, 6, 4, 1)","(3, 1, 6, 7, 4, 8, 0, 2, 9, 5)",-2,-1,--,--,G149
10n28,G146,"(0, 7, 5, 3, 4, 6, 8, 9, 1, 2)","(4, 1, 8, 7, 2, 9, 0, 3, 5, 6)",-2,-1,--,--,?
10n28,G147,"(0, 6, 7, 8, 3, 4, 5, 2, 1, 9)","(8, 9, 1, 4, 5, 6, 0, 7, 3, 2)",-2,-1,--,--,G148
10n28,G148,"(0, 1, 2, 7, 8, 9, 5, 6, 4, 3)","(4, 9, 0, 1, 3, 6, 7, 2, 8, 5)",-2,-1,--,--,G147
10n28,G149,"(0, 1, 3, 7, 4, 5, 9, 8, 6, 2)","(5, 6, 8, 0, 2, 3, 4, 1, 9, 7)",-2,-1,--,--,G145
10n28,G150,"(0, 9, 2, 1, 3, 4, 8, 6, 7, 5)","(6, 3, 4, 5, 7, 0, 2, 9, 1, 8)",-2,-1,--,--,G136
10n28,G151,"(0, 1, 4, 6, 5, 7, 3, 8, 9, 2)","(3, 5, 9, 2, 0, 1, 6, 4, 7, 8)",-2,-1,--,--,G137
10n28,G152,"(0, 2, 9, 8, 1, 3, 4, 7, 5, 6)","(4, 8, 7, 5, 6, 0, 1, 3, 9, 2)",-2,1,--,--,G164
10n28,G153,"(0, 9, 7, 8, 4, 5, 6, 1, 2, 3)","(8, 5, 1, 6, 7, 0, 2, 3, 4, 9)",-2,1,--,--,G161
10n28,G154,"(0, 7, 5, 6, 8, 9, 2, 3, 4, 1)","(6, 2, 9, 1, 3, 7, 4, 5, 0, 8)",-2,1,--,--,G170
10n28,G155,"(0, 7, 9, 2, 3, 4, 8, 5, 1, 6)","(8, 4, 5, 6, 1, 2, 3, 0, 7, 9)",-2,1,--,--,G167
10n28,G156,"(0, 8, 9, 2, 3, 4, 6, 7, 5, 1)","(6, 4, 5, 7, 1, 2, 8, 3, 0, 9)",-2,1,--,--,G160
10n28,G157,"(0, 2, 9, 7, 8, 3, 4, 5, 6, 1)","(4, 8, 5, 1, 6, 7, 2, 0, 3, 9)",-2,1,--,--,G166
10n28,G158,"(0, 1, 3, 4, 6, 8, 9, 7, 5, 2)","(6, 7, 9, 2, 3, 0, 5, 4, 1, 8)",-2,1,--,--,?
10n28,G159,"(0, 1, 7, 8, 6, 9, 2, 5, 3, 4)","(6, 9, 0, 5, 3, 4, 7, 1, 8, 2)",-2,1,--,--,?
10n28,G160,"(0, 7, 2, 8, 9, 3, 5, 6, 4, 1)","(5, 3, 4, 6, 7, 8, 1, 2, 0, 9)",-2,1,--,--,G156
10n28,G161,"(0, 8, 7, 4, 5, 6, 1, 2, 3, 9)","(7, 6, 2, 9, 3, 4, 5, 8, 0, 1)",-2,1,--,--,G153
10n28,G162,"(0, 8, 9, 7, 1, 2, 4, 3, 6, 5)","(7, 4, 6, 3, 5, 8, 0, 1, 2, 9)",-2,1,--,--,G171
10n28,G163,"(0, 6, 1, 3, 2, 4, 5, 8, 9, 7)","(5, 2, 8, 9, 7, 0, 3, 4, 6, 1)",-2,1,--,--,G169
10n28,G164,"(0, 2, 6, 7, 5, 4, 8, 1, 3, 9)","(8, 9, 0, 4, 3, 1, 2, 6, 7, 5)",-2,1,--,--,G152
10n28,G165,"(0, 3, 4, 9, 5, 7, 6, 8, 1, 2)","(4, 5, 8, 6, 1, 2, 0, 3, 7, 9)",-2,1,--,--,G168
10n28,G166,"(0, 1, 2, 3, 8, 9, 7, 5, 4, 6)","(3, 5, 7, 9, 0, 6, 4, 2, 8, 1)",-2,1,--,--,G157
10n28,G167,"(0, 1, 2, 8, 7, 9, 6, 3, 4, 5)","(4, 7, 9, 6, 0, 5, 1, 8, 2, 3)",-2,1,--,--,G155
10n28,G168,"(0, 2, 1, 3, 9, 6, 4, 5, 7, 8)","(7, 9, 4, 8, 5, 2, 0, 1, 3, 6)",-2,1,--,--,G165
10n28,G169,"(0, 1, 3, 5, 7, 6, 8, 9, 4, 2)","(5, 6, 8, 2, 4, 9, 0, 3, 1, 7)",-2,1,--,--,G163
10n28,G170,"(0, 6, 4, 3, 7, 8, 5, 9, 1, 2)","(5, 3, 1, 8, 9, 0, 2, 4, 6, 7)",-2,1,--,--,G154
10n28,G171,"(0, 8, 9, 7, 1, 2, 4, 3, 6, 5)","(7, 2, 6, 3, 4, 5, 0, 8, 1, 9)",-2,1,--,--,G162
m10n28,G1171,"(0, 4, 3, 2, 9, 6, 5, 7, 8, 1)","(2, 1, 8, 5, 4, 0, 9, 3, 6, 7)",-8,-1,--,--,G1176
m10n28,G1172,"(0, 7, 6, 1, 5, 8, 9, 4, 3, 2)","(5, 3, 8, 7, 9, 0, 2, 1, 6, 4)",-8,-1,--,--,G1173
m10n28,G1173,"(0, 5, 4, 6, 7, 9, 8, 3, 1, 2)","(3, 2, 7, 8, 1, 5, 0, 9, 6, 4)",-8,-1,--,--,G1172
m10n28,G1174,"(0, 2, 3, 6, 5, 4, 9, 8, 7, 1)","(4, 8, 1, 2, 7, 6, 5, 3, 0, 9)",-8,-1,--,--,G1175
m10n28,G1175,"(0, 9, 6, 4, 3, 2, 7, 8, 1, 5)","(8, 2, 1, 0, 5, 4, 3, 6, 7, 9)",-8,-1,--,--,G1174
m10n28,G1176,"(0, 3, 4, 6, 5, 9, 8, 7, 2, 1)","(2, 5, 8, 1, 7, 6, 3, 0, 9, 4)",-8,-1,--,--,G1171
m10n28,G1177,"(0, 4, 7, 8, 3, 2, 1, 9, 6, 5)","(6, 8, 9, 2, 1, 0, 5, 4, 3, 7)",-8,1,--,--,G1179
m10n28,G1178,"(0, 3, 4, 6, 5, 2, 9, 8, 7, 1)","(4, 5, 8, 2, 1, 7, 6, 3, 0, 9)",-8,1,--,--,G1180
m10n28,G1179,"(0, 4, 3, 2, 7, 6, 5, 8, 9, 1)","(2, 1, 8, 6, 5, 4, 9, 0, 3, 7)",-8,1,--,--,G1177
m10n28,G1180,"(0, 9, 4, 3, 2, 6, 5, 7, 8, 1)","(7, 2, 1, 8, 5, 4, 0, 3, 6, 9)",-8,1,--,--,G1178
m10n28,G1181,"(0, 9, 8, 3, 4, 7, 1, 6, 5, 2)","(8, 6, 1, 0, 2, 3, 5, 4, 9, 7)",-8,1,--,--,G1182
m10n28,G1182,"(0, 1, 9, 4, 3, 5, 6, 8, 7, 2)","(8, 6, 3, 2, 7, 1, 4, 5, 0, 9)",-8,1,--,--,G1181
10n29,G172,"(0, 2, 9, 8, 6, 7, 4, 5, 3, 1)","(4, 5, 3, 1, 0, 2, 9, 8, 7, 6)",-17,-2,--,--,G172
10n29,G173,"(0, 7, 9, 6, 8, 5, 4, 3, 2, 1)","(4, 1, 3, 0, 2, 9, 7, 8, 6, 5)",-17,-2,--,--,G173
10n29,G174,"(0, 7, 6, 8, 4, 3, 2, 5, 1, 9)","(5, 3, 2, 1, 0, 9, 7, 8, 6, 4)",-17,0,G175,G174,G175
10n29,G175,"(0, 1, 9, 7, 6, 5, 8, 3, 2, 4)","(6, 5, 4, 3, 2, 0, 1, 9, 7, 8)",-17,0,G174,G175,G174
10n29,G176,"(0, 9, 7, 6, 3, 8, 5, 2, 4, 1)","(5, 4, 3, 2, 0, 1, 9, 7, 8, 6)",-17,0,G177,G176,G177
10n29,G177,"(0, 6, 5, 4, 2, 9, 3, 1, 8, 7)","(3, 1, 9, 0, 8, 7, 6, 5, 4, 2)",-17,0,G176,G177,G176
10n29,G178,"(0, 8, 6, 7, 4, 5, 3, 2, 9, 1)","(5, 4, 3, 2, 9, 1, 0, 8, 6, 7)",-17,2,--,--,G178
10n29,G179,"(0, 9, 8, 7, 6, 3, 5, 2, 4, 1)","(6, 5, 3, 4, 2, 9, 1, 8, 0, 7)",-17,2,--,--,G179
m10n29,G1183,"(0, 2, 4, 5, 3, 6, 7, 9, 8, 1)","(7, 8, 9, 1, 0, 2, 4, 5, 3, 6)",7,0,G1183,G1183,G1183
10n30,G182,"(0, 1, 4, 8, 5, 7, 3, 6, 9, 2)","(3, 6, 9, 2, 0, 1, 8, 4, 5, 7)",-4,-1,--,--,G183
10n30,G183,"(0, 2, 3, 1, 8, 4, 6, 9, 7, 5)","(4, 6, 7, 5, 2, 9, 0, 3, 1, 8)",-4,-1,--,--,G182
10n30,G184,"(0, 8, 6, 9, 1, 7, 4, 2, 3, 5)","(7, 4, 2, 5, 6, 3, 0, 8, 9, 1)",-4,1,--,--,G185
10n30,G185,"(0, 3, 6, 9, 5, 7, 4, 8, 1, 2)","(5, 7, 8, 4, 1, 2, 0, 3, 6, 9)",-4,1,--,--,G184
m10n30,G1188,"(0, 7, 9, 8, 5, 1, 4, 2, 6, 3)","(4, 2, 6, 3, 0, 7, 9, 8, 1, 5)",-6,-1,--,--,G1189
m10n30,G1189,"(0, 9, 7, 2, 4, 6, 3, 1, 5, 8)","(4, 3, 1, 5, 8, 0, 7, 6, 9, 2)",-6,-1,--,--,G1188
m10n30,G1190,"(0, 7, 1, 9, 2, 8, 5, 4, 6, 3)","(8, 2, 5, 4, 6, 3, 0, 7, 1, 9)",-6,1,--,--,G1191
m10n30,G1191,"(0, 3, 7, 5, 2, 4, 6, 1, 9, 8)","(6, 9, 2, 1, 8, 0, 3, 7, 5, 4)",-6,1,--,--,G1190
10n31,G186,"(0, 2, 9, 8, 6, 7, 4, 5, 3, 1)","(4, 5, 3, 1, 0, 2, 8, 9, 6, 7)",-15,-2,--,--,G186
10n31,G187,"(0, 2, 9, 1, 8, 6, 7, 4, 5, 3)","(4, 6, 3, 5, 2, 0, 1, 9, 8, 7)",-15,-2,--,--,G187
10n31,G188,"(0, 2, 9, 8, 6, 7, 4, 5, 3, 1)","(4, 5, 3, 1, 9, 2, 8, 0, 7, 6)",-15,-2,--,--,G188
10n31,G189,"(0, 4, 2, 9, 8, 1, 7, 5, 6, 3)","(8, 7, 5, 6, 3, 4, 2, 0, 1, 9)",-15,0,G190,G189,G190
10n31,G190,"(0, 7, 4, 6, 2, 3, 1, 9, 8, 5)","(3, 1, 9, 0, 7, 8, 6, 5, 4, 2)",-15,0,G189,G190,G189
10n31,G191,"(0, 8, 7, 9, 6, 2, 4, 5, 1, 3)","(4, 5, 2, 3, 1, 0, 8, 9, 7, 6)",-15,0,G192,G191,G192
10n31,G192,"(0, 4, 1, 2, 9, 7, 6, 8, 5, 3)","(7, 8, 5, 6, 4, 3, 1, 2, 0, 9)",-15,0,G191,G192,G191
10n31,G193,"(0, 7, 2, 9, 8, 6, 4, 5, 1, 3)","(6, 4, 5, 3, 1, 2, 0, 9, 7, 8)",-15,0,G194,G193,G194
10n31,G194,"(0, 1, 9, 5, 8, 7, 4, 2, 6, 3)","(5, 6, 4, 2, 3, 1, 0, 8, 9, 7)",-15,0,G193,G194,G193
10n31,G195,"(0, 8, 6, 7, 4, 5, 3, 2, 9, 1)","(5, 4, 1, 3, 9, 2, 0, 8, 6, 7)",-15,2,--,--,G195
10n31,G196,"(0, 8, 6, 7, 4, 5, 3, 2, 9, 1)","(4, 5, 2, 3, 9, 1, 0, 8, 6, 7)",-15,2,--,--,G196
10n31,G197,"(0, 8, 9, 6, 7, 5, 2, 4, 1, 3)","(6, 5, 4, 2, 3, 1, 8, 0, 7, 9)",-15,2,--,--,G197
m10n31,G1192,"(0, 2, 3, 6, 4, 8, 5, 7, 9, 1)","(6, 7, 9, 1, 0, 3, 2, 4, 5, 8)",5,0,G1192,G1192,G1192
m10n31,G1193,"(0, 3, 2, 4, 7, 5, 6, 8, 9, 1)","(4, 7, 6, 8, 1, 9, 0, 3, 2, 5)",5,0,G1193,G1193,G1193
10n32,G198,"(0, 9, 3, 6, 7, 5, 4, 8, 1, 2)","(4, 1, 7, 8, 0, 9, 6, 2, 3, 5)",-3,-2,--,--,G198
10n32,G199,"(0, 9, 1, 2, 8, 7, 4, 3, 5, 6)","(4, 3, 5, 0, 1, 9, 8, 6, 7, 2)",-3,-2,--,--,G199
10n32,G200,"(0, 1, 5, 4, 2, 3, 7, 9, 6, 8)","(7, 9, 0, 8, 6, 1, 2, 5, 4, 3)",-3,0,G201,G200,G201
10n32,G201,"(0, 8, 1, 2, 5, 6, 4, 3, 9, 7)","(4, 2, 3, 6, 7, 0, 9, 8, 5, 1)",-3,0,G200,G201,G200
10n32,G202,"(0, 1, 4, 8, 7, 5, 6, 9, 3, 2)","(7, 9, 0, 6, 3, 2, 4, 5, 1, 8)",-3,2,--,--,G202
10n32,G203,"(0, 1, 3, 2, 9, 8, 4, 5, 7, 6)","(4, 9, 0, 8, 7, 5, 6, 1, 3, 2)",-3,2,--,--,G203
m10n32,G1194,"(0, 5, 6, 7, 9, 8, 4, 2, 3, 1)","(2, 1, 3, 5, 6, 0, 9, 7, 8, 4)",-7,-2,--,--,G1194
m10n32,G1195,"(0, 5, 4, 6, 7, 9, 8, 3, 1, 2)","(4, 3, 7, 8, 1, 2, 0, 9, 5, 6)",-7,0,G1196,G1195,G1196
m10n32,G1196,"(0, 3, 4, 8, 7, 5, 6, 2, 1, 9)","(4, 5, 7, 6, 1, 9, 0, 8, 3, 2)",-7,0,G1195,G1196,G1195
m10n32,G1197,"(0, 8, 9, 7, 3, 2, 4, 5, 6, 1)","(7, 3, 4, 2, 1, 5, 6, 8, 0, 9)",-7,2,--,--,G1197
10n33,G204,"(0, 3, 4, 7, 6, 5, 8, 9, 1, 2)","(4, 5, 1, 2, 9, 7, 0, 3, 6, 8)",-2,-1,--,--,G206
10n33,G205,"(0, 8, 9, 6, 7, 1, 3, 2, 4, 5)","(4, 1, 2, 0, 5, 6, 8, 7, 9, 3)",-2,-1,--,--,G205
10n33,G206,"(0, 2, 3, 6, 5, 7, 4, 8, 1, 9)","(4, 8, 1, 2, 9, 0, 6, 5, 7, 3)",-2,-1,--,--,G204
10n33,G207,"(0, 2, 1, 8, 4, 5, 3, 6, 9, 7)","(5, 6, 3, 2, 7, 9, 8, 0, 4, 1)",-2,-1,--,--,G212
10n33,G208,"(0, 3, 1, 7, 2, 6, 8, 9, 4, 5)","(4, 6, 5, 3, 9, 0, 1, 7, 8, 2)",-2,-1,--,--,G209
10n33,G209,"(0, 6, 4, 3, 5, 7, 1, 2, 8, 9)","(7, 2, 8, 6, 9, 4, 5, 0, 1, 3)",-2,-1,--,--,G208
10n33,G210,"(0, 1, 5, 4, 2, 3, 7, 8, 6, 9)","(7, 8, 9, 6, 5, 1, 2, 4, 0, 3)",-2,-1,--,--,G213
10n33,G211,"(0, 1, 4, 3, 2, 7, 8, 9, 5, 6)","(2, 8, 9, 5, 4, 0, 3, 6, 7, 1)",-2,-1,--,--,G211
10n33,G212,"(0, 5, 3, 4, 6, 8, 2, 7, 9, 1)","(2, 1, 7, 9, 0, 3, 5, 4, 6, 8)",-2,-1,--,--,G207
10n33,G213,"(0, 6, 4, 5, 7, 8, 9, 2, 3, 1)","(2, 1, 8, 9, 0, 6, 3, 4, 7, 5)",-2,-1,--,--,G210
10n33,G214,"(0, 8, 1, 5, 2, 4, 3, 6, 7, 9)","(6, 2, 4, 3, 9, 0, 7, 8, 1, 5)",-2,1,--,--,G219
10n33,G215,"(0, 1, 7, 8, 2, 4, 6, 5, 3, 9)","(6, 8, 9, 4, 5, 0, 3, 1, 7, 2)",-2,1,--,--,G222
10n33,G216,"(0, 3, 1, 2, 6, 7, 5, 4, 8, 9)","(6, 9, 5, 7, 8, 4, 3, 0, 1, 2)",-2,1,--,--,G223
10n33,G217,"(0, 1, 3, 2, 4, 8, 9, 6, 7, 5)","(2, 6, 8, 7, 9, 0, 5, 3, 4, 1)",-2,1,--,--,G217
10n33,G218,"(0, 8, 1, 4, 2, 3, 9, 6, 5, 7)","(6, 3, 7, 9, 8, 0, 5, 4, 1, 2)",-2,1,--,--,G220
10n33,G219,"(0, 1, 3, 4, 7, 6, 5, 8, 9, 2)","(4, 6, 9, 2, 5, 3, 0, 1, 7, 8)",-2,1,--,--,G214
10n33,G220,"(0, 2, 4, 9, 3, 5, 7, 8, 6, 1)","(3, 5, 7, 6, 8, 1, 2, 4, 0, 9)",-2,1,--,--,G218
10n33,G221,"(0, 1, 7, 8, 9, 4, 3, 2, 5, 6)","(5, 9, 0, 3, 6, 2, 1, 7, 8, 4)",-2,1,--,--,G221
10n33,G222,"(0, 1, 6, 7, 9, 3, 8, 4, 2, 5)","(3, 7, 8, 4, 5, 6, 2, 0, 9, 1)",-2,1,--,--,G215
10n33,G223,"(0, 8, 9, 2, 3, 4, 6, 7, 5, 1)","(6, 4, 7, 8, 5, 1, 2, 3, 0, 9)",-2,1,--,--,G216
m10n33,G1198,"(0, 7, 5, 4, 8, 9, 3, 2, 6, 1)","(3, 2, 1, 6, 5, 7, 8, 4, 0, 9)",-8,-1,--,--,G1198
m10n33,G1199,"(0, 3, 2, 8, 7, 5, 6, 4, 9, 1)","(5, 6, 4, 3, 9, 8, 1, 0, 2, 7)",-8,-1,--,--,G1199
m10n33,G1200,"(0, 5, 9, 8, 2, 3, 7, 6, 4, 1)","(2, 1, 7, 3, 4, 6, 5, 0, 9, 8)",-8,1,--,--,G1200
m10n33,G1201,"(0, 2, 7, 5, 6, 4, 3, 9, 8, 1)","(4, 9, 1, 0, 3, 2, 8, 7, 5, 6)",-8,1,--,--,G1201
10n34,G224,"(0, 8, 9, 1, 2, 5, 3, 4, 6, 7)","(6, 4, 7, 8, 0, 1, 9, 2, 3, 5)",3,0,G224,G224,G224
m10n34,G1206,"(0, 2, 1, 9, 8, 5, 7, 6, 4, 3)","(4, 6, 3, 2, 0, 9, 1, 8, 7, 5)",-13,-4,--,--,G1206
m10n34,G1202,"(0, 6, 3, 7, 5, 4, 2, 9, 1, 8)","(4, 1, 9, 0, 8, 6, 7, 5, 3, 2)",-13,-2,--,--,G1205
m10n34,G1203,"(0, 7, 6, 4, 5, 3, 2, 9, 1, 8)","(2, 1, 9, 7, 0, 8, 4, 3, 6, 5)",-13,-2,--,--,G1204
m10n34,G1204,"(0, 9, 7, 6, 4, 5, 3, 2, 1, 8)","(5, 1, 0, 8, 7, 2, 9, 6, 4, 3)",-13,-2,--,--,G1203
